Cliente	Fecha	Pedido	Precio	Producto	Nombre_producto	Importancia		0.314049587		Etiquetas de fila	Suma de Importancia	Suma de Importancia2		Etiquetas de fila	Suma de Importancia	Suma de Importancia2
Cliente21	10/07/2017	10	1500	VER0010	Zucchini Verde / Libra	15000										
Cliente21	10/07/2017	10	1500	VER0050	Rúgula / Libra	15000										
Cliente21	10/07/2017	1	2500	FRU0033	Mora Castilla / Libra	2500										
Cliente21	10/07/2017	20	1600	FRU0048	Tomate Larga Vida / Libra	32000										
Cliente21	10/07/2017	4	1500	TUB0012	Zanahoria / Libra	6000										
Cliente21	10/07/2017	2	7000	VER0016	Champiñón / Libra	14000										
Cliente21	10/07/2017	2	1700	VER0038	Pimentón Rojo / Libra	3400										
Cliente21	10/07/2017	2	2100	VER0013	Cebolla Cabezona Roja / Libra	4200										
Cliente21	10/07/2017	2	1200	VER0005	Apio / Libra	2400										
Cliente21	10/07/2017	3	600	VER0054	Calabacín / Libra	1800										
Cliente21	10/07/2017	6	550	VER0006	Ahuyama / Libra	3300										
Cliente21	10/07/2017	1	4800	FRU0039	Patilla Baby / Unidad	4800										
Cliente21	10/07/2017	3	3000	FRU0042	Piña Golden Sweet / Unidad	9000										
Cliente21	10/07/2017	10	3000	FRU0057	Fresa Jumbo / Libra	30000										
Cliente29	9/07/2017	1	1800	FRU0016	Fresa Pareja / Libra	1800										
Cliente29	9/07/2017	2	1100	FRU0027	Mango Azúcar / Libra	2200										
Cliente29	9/07/2017	1	2500	VER0020	Espinaca / Libra	2500										
Cliente29	9/07/2017	9	1450	FRU0046	Tomate Chonto / Libra	13050										
Cliente29	9/07/2017	4	7000	VER0016	Champiñón / Libra	28000										
Cliente29	9/07/2017	8	1400	VER0028	Lechuga Crespa / Unidad	11200										
Cliente21	9/07/2017	3	3000	FRU0042	Piña Golden Sweet / Unidad	9000										
Cliente21	9/07/2017	6	1200	FRU0008	Banano Criollo / Libra	7200										
Cliente21	9/07/2017	4	2300	FRU0054	Fresa Grande / Libra	9200										
Cliente21	9/07/2017	5	2100	VER0013	Cebolla Cabezona Roja / Libra	10500										
Cliente21	9/07/2017	6	1500	VER0050	Rúgula / Libra	9000										
Cliente21	9/07/2017	12	1450	FRU0046	Tomate Chonto / Libra	17400										
Cliente29	8/07/2017	2	650	VER0035	Pepino Cohombro / Libra	1300										
Cliente29	8/07/2017	2	1100	FRU0017	Granadilla / Unidad	2200										
Cliente29	8/07/2017	1	1300	FRU0023	Limón Común / Libra	1300										
Cliente29	8/07/2017	2	2500	FRU0049	Uchuva / Libra	5000										
Cliente29	8/07/2017	4	7000	VER0016	Champiñón / Libra	28000										
Cliente29	8/07/2017	8	1450	FRU0046	Tomate Chonto / Libra	11600										
Cliente29	8/07/2017	9	1400	VER0028	Lechuga Crespa / Unidad	12600										
Cliente13	8/07/2017	1	800	VER0043	Repollo Morado / Unidad	800										
Cliente13	8/07/2017	2	800	VER0047	Tomillo / 100 gramos	1600										
Cliente13	8/07/2017	4	1500	VER0010	Zucchini Verde / Libra	6000										
Cliente13	8/07/2017	1	2200	FRU0014	Durazno / Libra	2200										
Cliente13	8/07/2017	5	400	VER0017	Cilantro / 100 gramos	2000										
Cliente13	8/07/2017	1	1700	VER0009	Brócoli / Libra	1700										
Cliente13	8/07/2017	1	550	VER0006	Ahuyama / Libra	550										
Cliente13	8/07/2017	1	2200	FRU0002	Aguacate Haas / Libra	2200										
Cliente13	8/07/2017	4	1700	VER0038	Pimentón Rojo / Libra	6800										
Cliente13	8/07/2017	1	700	VER0049	Yerbabuena / 100 gramos	700										
Cliente13	8/07/2017	4	2100	VER0013	Cebolla Cabezona Roja / Libra	8400										
Cliente13	8/07/2017	2	1400	VER0028	Lechuga Crespa / Unidad	2800										
Cliente13	8/07/2017	1	2500	TUB0009	Rábano Rojo / Libra	2500										
Cliente13	8/07/2017	1	1000	TUB0001	Arracacha / Libra	1000										
Cliente13	8/07/2017	6	1500	TUB0012	Zanahoria / Libra	9000										
Cliente13	8/07/2017	1	1000	TUB0008	Papa Sabanera / Libra	1000										
Cliente13	8/07/2017	2	1300	TUB0005	Papa Criolla / Libra	2600										
Cliente13	8/07/2017	12	1450	FRU0046	Tomate Chonto / Libra	17400										
Cliente13	8/07/2017	3	1100	FRU0040	Pera Importada / Unidad	3300										
Cliente13	8/07/2017	2	900	FRU0030	Manzana Verde / Unidad	1800										
Cliente13	8/07/2017	2	1300	FRU0028	Mango Tommy Atkins / Libra	2600										
Cliente13	8/07/2017	2	1300	FRU0024	Limón Tahití / Libra	2600										
Cliente13	8/07/2017	1	2300	FRU0054	Fresa Grande / Libra	2300										
Cliente13	8/07/2017	6	650	FRU0034	Naranja Sweety / Libra	3900										
Cliente21	6/07/2017	14	1500	TUB0012	Zanahoria / Libra	21000										
Cliente21	6/07/2017	2	7000	VER0016	Champiñón / Libra	14000										
Cliente21	6/07/2017	2	650	VER0035	Pepino Cohombro / Libra	1300										
Cliente21	6/07/2017	10	1500	VER0010	Zucchini Verde / Libra	15000										
Cliente21	6/07/2017	4	1500	VER0050	Rúgula / Libra	6000										
Cliente21	6/07/2017	6	1700	VER0038	Pimentón Rojo / Libra	10200										
Cliente21	6/07/2017	6	2100	VER0013	Cebolla Cabezona Roja / Libra	12600										
Cliente21	6/07/2017	4	2000	FRU0036	Papaya Hawaiana / Unidad	8000										
Cliente21	6/07/2017	2	1600	FRU0048	Tomate Larga Vida / Libra	3200										
Cliente21	6/07/2017	12	1450	FRU0046	Tomate Chonto / Libra	17400										
Cliente21	6/07/2017	1	1500	FRU0056	Pera Nacional / Libra	1500										
Cliente21	6/07/2017	4	900	FRU0030	Manzana Verde / Unidad	3600										
Cliente21	6/07/2017	1	4500	FRU0022	Kiwi / Libra	4500										
Cliente21	6/07/2017	2	1200	FRU0019	Guayaba / Libra	2400										
Cliente21	6/07/2017	2	3000	FRU0057	Fresa Jumbo / Libra	6000										
Cliente21	6/07/2017	1	2500	FRU0015	Feijoa / Libra	2500										
Cliente21	6/07/2017	2	800	TUB0004	Jengibre / 100 gramos	1600										
Cliente21	6/07/2017	4	550	VER0006	Ahuyama / Libra	2200										
Cliente21	6/07/2017	10	1200	FRU0008	Banano Criollo / Libra	12000										
Cliente11	6/07/2017	2	2500	FRU0033	Mora Castilla / Libra	5000										
Cliente11	6/07/2017	2	7000	FRU0001	Agraz / Libra	14000										
Cliente11	6/07/2017	6	1200	VER0052	Plátano Maduro / Libra	7200										
Cliente11	6/07/2017	5	1200	FRU0008	Banano Criollo / Libra	6000										
Cliente11	6/07/2017	3	1800	FRU0016	Fresa Pareja / Libra	5400										
Cliente11	6/07/2017	15	900	FRU0029	Manzana Roja / Unidad	13500										
Cliente29	5/07/2017	1	3000	FRU0010	Carambolo / Libra	3000										
Cliente29	5/07/2017	2	1900	FRU0051	Uva Isabella / Libra	3800										
Cliente29	5/07/2017	3	7000	VER0016	Champiñón / Libra	21000										
Cliente29	5/07/2017	8	1400	VER0028	Lechuga Crespa / Unidad	11200										
Cliente29	5/07/2017	9	1450	FRU0046	Tomate Chonto / Libra	13050										
Cliente29	5/07/2017	1	2000	FRU0031	Maracuyá / Libra	2000										
Cliente29	5/07/2017	1	3000	FRU0042	Piña Golden Sweet / Unidad	3000										
Cliente29	5/07/2017	2	650	VER0035	Pepino Cohombro / Libra	1300										
Cliente29	5/07/2017	4	7000	VER0016	Champiñón / Libra	28000										
Cliente29	5/07/2017	10	1450	FRU0046	Tomate Chonto / Libra	14500										
Cliente29	5/07/2017	8	1400	VER0028	Lechuga Crespa / Unidad	11200										
Cliente21	4/07/2017	2	650	VER0035	Pepino Cohombro / Libra	1300										
Cliente21	4/07/2017	1	4400	FRU0009	Breva / Libra	4400										
Cliente21	4/07/2017	1	4800	FRU0039	Patilla Baby / Unidad	4800										
Cliente21	4/07/2017	2	3000	FRU0042	Piña Golden Sweet / Unidad	6000										
Cliente21	4/07/2017	4	900	FRU0030	Manzana Verde / Unidad	3600										
Cliente21	4/07/2017	4	1900	FRU0018	Guanabana / Unidad	7600										
Cliente21	4/07/2017	6	3000	FRU0057	Fresa Jumbo / Libra	18000										
Cliente21	4/07/2017	8	1200	FRU0008	Banano Criollo / Libra	9600										
Cliente21	4/07/2017	2	2500	FRU0033	Mora Castilla / Libra	5000										
Cliente13	4/07/2017	3	650	FRU0034	Naranja Sweety / Libra	1950										
Cliente13	4/07/2017	2	1300	FRU0024	Limón Tahití / Libra	2600										
Cliente13	4/07/2017	4	1200	FRU0008	Banano Criollo / Libra	4800										
Cliente13	4/07/2017	3	1300	FRU0028	Mango Tommy Atkins / Libra	3900										
Cliente13	4/07/2017	4	1500	TUB0012	Zanahoria / Libra	6000										
Cliente13	4/07/2017	4	2100	VER0013	Cebolla Cabezona Roja / Libra	8400										
Cliente13	4/07/2017	10	1450	FRU0046	Tomate Chonto / Libra	14500										
Cliente13	4/07/2017	1	2300	FRU0054	Fresa Grande / Libra	2300										
Cliente13	4/07/2017	1	1700	VER0038	Pimentón Rojo / Libra	1700										
Cliente13	4/07/2017	1	1500	VER050	Zucchini Amarillo / Libra	1500										
Cliente13	4/07/2017	4	1500	VER0010	Zucchini Verde / Libra	6000										
Cliente21	4/07/2017	2	650	VER0035	Pepino Cohombro / Libra	1300										
Cliente21	4/07/2017	1	4400	FRU0009	Breva / Libra	4400										
Cliente21	4/07/2017	1	4800	FRU0039	Patilla Baby / Unidad	4800										
Cliente21	4/07/2017	2	3000	FRU0042	Piña Golden Sweet / Unidad	6000										
Cliente21	4/07/2017	4	900	FRU0030	Manzana Verde / Unidad	3600										
Cliente21	4/07/2017	4	1900	FRU0018	Guanabana / Unidad	7600										
Cliente21	4/07/2017	8	1200	FRU0008	Banano Criollo / Libra	9600										
Cliente11	4/07/2017	1	7000	FRU0001	Agraz / Libra	7000										
Cliente11	4/07/2017	8	900	FRU0029	Manzana Roja / Unidad	7200										
Cliente11	4/07/2017	8	3500	GRA0006	Mazorca Desgranada / Libra	28000										
Cliente11	4/07/2017	1	2500	FRU0033	Mora Castilla / Libra	2500										
Cliente11	4/07/2017	1	1800	FRU0016	Fresa Pareja / Libra	1800										
Cliente11	4/07/2017	4	1200	FRU0008	Banano Criollo / Libra	4800										
Cliente29	4/07/2017	2	650	VER0035	Pepino Cohombro / Libra	1300										
Cliente29	4/07/2017	3	7000	VER0016	Champiñón / Libra	21000										
Cliente29	4/07/2017	11	1450	FRU0046	Tomate Chonto / Libra	15950										
Cliente29	4/07/2017	9	1400	VER0028	Lechuga Crespa / Unidad	12600										
Cliente29	4/07/2017	2	2500	FRU0015	Feijoa / Libra	5000										
Cliente29	4/07/2017	2	1300	FRU0028	Mango Tommy Atkins / Libra	2600										
Cliente15	4/07/2017	2	2500	FRU0003	Aguacate Papelillo / Libra	5000										
Cliente15	4/07/2017	2	2500	FRU0033	Mora Castilla / Libra	5000										
Cliente15	4/07/2017	6	2300	FRU0054	Fresa Grande / Libra	13800										
Cliente15	4/07/2017	18	1200	FRU0008	Banano Criollo / Libra	21600										
Cliente15	4/07/2017	1	4000	FRU0005	Ají Jalapeño / Libra	4000										
Cliente15	4/07/2017	4	1500	VER0031	Lechuga Romana / Unidad	6000										
Cliente15	4/07/2017	30	400	VER0017	Cilantro / 100 gramos	12000										
Cliente15	4/07/2017	1	7000	VER0016	Champiñón / Libra	7000										
Cliente15	4/07/2017	2	1200	VER0005	Apio / Libra	2400										
Cliente15	4/07/2017	1	6800	VER0002	Ajo Importado / Libra	6800										
Cliente29	3/07/2017	1	1700	FRU0025	Lulo / Libra	1700										
Cliente29	3/07/2017	1	2100	VER0012	Cebolla Cabezona Blanca / Libra	2100										
Cliente29	3/07/2017	2	1800	FRU0016	Fresa Pareja / Libra	3600										
Cliente29	3/07/2017	1	1400	FRU0024	Limón Tahití / Libra	1400										
Cliente29	3/07/2017	3	7000	VER0016	Champiñón / Libra	21000										
Cliente29	3/07/2017	8	1450	FRU0046	Tomate Chonto / Libra	11600										
Cliente29	3/07/2017	1	1000	VER0020	Espinaca / Libra	1000										
Cliente29	3/07/2017	7	1400	VER0028	Lechuga Crespa / Unidad	9800										
Cliente21	3/07/2017	4	2300	FRU0054	Fresa Grande / Libra	9200										
Cliente21	3/07/2017	4	2500	FRU0003	Aguacate Papelillo / Libra	10000										
Cliente21	3/07/2017	2	1200	VER0040	Plátano Verde / Libra	2400										
Cliente21	3/07/2017	6	1450	FRU0046	Tomate Chonto / Libra	8700										
Cliente21	3/07/2017	2	1600	FRU0048	Tomate Larga Vida / Libra	3200										
Cliente21	3/07/2017	4	700	TUB0006	Papa Pastusa / Libra	2800										
Cliente21	3/07/2017	1	1200	VER0005	Apio / Libra	1200										
Cliente21	3/07/2017	6	2100	VER0013	Cebolla Cabezona Roja / Libra	12600										
Cliente21	3/07/2017	4	1600	FRU0028	Mango Tommy Atkins / Libra	6400										
Cliente21	3/07/2017	6	750	TUB0012	Zanahoria / Libra	4500										
Cliente21	3/07/2017	12	1500	VER0010	Zucchini Verde / Libra	18000										
Cliente13	1/07/2017	5	1200	FRU0008	Banano Criollo / Libra	6000										
Cliente13	1/07/2017	1	2000	FRU0036	Papaya Hawaiana / Unidad	2000										
Cliente13	1/07/2017	1	2500	FRU0015	Feijoa / Libra	2500										
Cliente13	1/07/2017	6	650	FRU0034	Naranja Sweety / Libra	3900										
Cliente13	1/07/2017	1	1900	FRU0033	Mora Castilla / Libra	1900										
Cliente13	1/07/2017	1	1400	FRU0024	Limón Tahití / Libra	1400										
Cliente13	1/07/2017	2	4500	FRU0022	Kiwi / Libra	9000										
Cliente13	1/07/2017	2	800	TUB0004	Jengibre / 100 gramos	1600										
Cliente13	1/07/2017	4	1800	FRU0016	Fresa Pareja / Libra	7200										
Cliente13	1/07/2017	1	1200	FRU0019	Guayaba / Libra	1200										
Cliente13	1/07/2017	1	1000	VER0020	Espinaca / Libra	1000										
Cliente13	1/07/2017	2	600	VER0037	Perejil Liso / 100 gramos	1200										
Cliente13	1/07/2017	2	650	VER0035	Pepino Cohombro / Libra	1300										
Cliente13	1/07/2017	1	800	VER0026	Laurel / 100 gramos	800										
Cliente13	1/07/2017	3	2200	FRU0002	Aguacate Haas / Libra	6600										
Cliente13	1/07/2017	1	600	TUB0010	Remolacha / Libra	600										
Cliente13	1/07/2017	2	1700	VER0009	Brócoli / Libra	3400										
Cliente13	1/07/2017	5	500	VER0003	Albahaca / 100 gramos	2500										
Cliente13	1/07/2017	2	1400	VER0028	Lechuga Crespa / Unidad	2800										
Cliente13	1/07/2017	2	3500	VER0050	Rúgula / Libra	7000										
Cliente13	1/07/2017	1	500	VER0043	Repollo Morado / Unidad	500										
Cliente13	1/07/2017	3	1500	VER0010	Zucchini Verde / Libra	4500										
Cliente13	1/07/2017	1	1700	VER0038	Pimentón Rojo / Libra	1700										
Cliente13	1/07/2017	2	750	TUB0012	Zanahoria / Libra	1500										
Cliente13	1/07/2017	1	1300	TUB0005	Papa Criolla / Libra	1300										
Cliente13	1/07/2017	6	900	FRU0030	Manzana Verde / Unidad	5400										
Cliente13	1/07/2017	2	1600	FRU0028	Mango Tommy Atkins / Libra	3200										
Cliente13	1/07/2017	2	400	VER0017	Cilantro / 100 gramos	800										
Cliente13	1/07/2017	1	1200	VER0052	Plátano Maduro / Libra	1200										
Cliente13	1/07/2017	8	1450	FRU0046	Tomate Chonto / Libra	11600										
Cliente13	1/07/2017	1	550	VER0006	Ahuyama / Libra	550										
Cliente13	1/07/2017	2	1100	FRU0040	Pera Importada / Unidad	2200										
Cliente19	30/06/2017	5	900	FRU0030	Manzana Verde / Unidad	4500										
Cliente19	30/06/2017	3	1500	VER0010	Zucchini Verde / Libra	4500										
Cliente19	30/06/2017	1	700	VER0049	Yerbabuena / 100 gramos	700										
Cliente19	30/06/2017	5	600	VER0037	Perejil Liso / 100 gramos	3000										
Cliente19	30/06/2017	3	650	VER0035	Pepino Cohombro / Libra	1950										
Cliente19	30/06/2017	3	1100	VER0033	Mazorca en Vaina / Unidad	3300										
Cliente19	30/06/2017	10	1300	VER0024	Habichuela / Libra	13000										
Cliente19	30/06/2017	4	300	VER0022	Guasca / 100 gramos	1200										
Cliente19	30/06/2017	1	1000	VER0020	Espinaca / Libra	1000										
Cliente19	30/06/2017	7	400	VER0017	Cilantro / 100 gramos	2800										
Cliente19	30/06/2017	2	7000	VER0016	Champiñón / Libra	14000										
Cliente19	30/06/2017	1	1200	VER0014	Cebolla Larga / Libra	1200										
Cliente19	30/06/2017	1	2100	VER0012	Cebolla Cabezona Blanca / Libra	2100										
Cliente19	30/06/2017	1	1200	VER0005	Apio / Libra	1200										
Cliente19	30/06/2017	3	550	VER0006	Ahuyama / Libra	1650										
Cliente19	30/06/2017	10	750	TUB0012	Zanahoria / Libra	7500										
Cliente19	30/06/2017	10	1200	TUB0011	Yuca / Libra	12000										
Cliente19	30/06/2017	4	1500	TUB0009	Rábano Rojo / Libra	6000										
Cliente19	30/06/2017	12	1300	TUB0005	Papa Criolla / Libra	15600										
Cliente19	30/06/2017	3	1000	TUB0001	Arracacha / Libra	3000										
Cliente19	30/06/2017	3	5000	GRA0001	Arveja Desgranada / Libra	15000										
Cliente19	30/06/2017	30	1450	FRU0046	Tomate Chonto / Libra	43500										
Cliente19	30/06/2017	5	1400	FRU0047	Tomate de Árbol / Libra	7000										
Cliente19	30/06/2017	4	4300	FRU0037	Papaya Melona / Unidad	17200										
Cliente19	30/06/2017	10	1900	FRU0033	Mora Castilla / Libra	19000										
Cliente19	30/06/2017	5	1600	FRU0028	Mango Tommy Atkins / Libra	8000										
Cliente19	30/06/2017	9	1100	FRU0027	Mango Azúcar / Libra	9900										
Cliente19	30/06/2017	10	1000	FRU0055	Mandarina Oneco / Libra	10000										
Cliente19	30/06/2017	6	1700	FRU0025	Lulo / Libra	10200										
Cliente19	30/06/2017	25	1400	FRU0024	Limón Tahití / Libra	35000										
Cliente19	30/06/2017	6	1900	FRU0018	Guanabana / Unidad	11400										
Cliente19	30/06/2017	2	1200	FRU0008	Banano Criollo / Libra	2400										
Cliente15	30/06/2017	4	1700	VER0009	Brócoli / Libra	6800										
Cliente15	30/06/2017	1	2100	VER0012	Cebolla Cabezona Blanca / Libra	2100										
Cliente15	30/06/2017	1	2100	VER0013	Cebolla Cabezona Roja / Libra	2100										
Cliente15	30/06/2017	2	400	VER0017	Cilantro / 100 gramos	800										
Cliente15	30/06/2017	6	900	FRU0030	Manzana Verde / Unidad	5400										
Cliente15	30/06/2017	16	2300	FRU0054	Fresa Grande / Libra	36800										
Cliente21	30/06/2017	2	2200	FRU0014	Durazno / Libra	4400										
Cliente21	30/06/2017	4	2300	FRU0054	Fresa Grande / Libra	9200										
Cliente21	30/06/2017	1	1200	VER0005	Apio / Libra	1200										
Cliente21	30/06/2017	2	2100	VER0013	Cebolla Cabezona Roja / Libra	4200										
Cliente21	30/06/2017	2	1700	VER0038	Pimentón Rojo / Libra	3400										
Cliente21	30/06/2017	1	1200	VER0014	Cebolla Larga / Libra	1200										
Cliente21	30/06/2017	4	2500	FRU0003	Aguacate Papelillo / Libra	10000										
Cliente21	30/06/2017	2	1000	TUB0001	Arracacha / Libra	2000										
Cliente21	30/06/2017	2	1700	VER0009	Brócoli / Libra	3400										
Cliente21	30/06/2017	4	1600	FRU0028	Mango Tommy Atkins / Libra	6400										
Cliente21	30/06/2017	4	1600	FRU0048	Tomate Larga Vida / Libra	6400										
Cliente21	30/06/2017	4	3000	FRU0042	Piña Golden Sweet / Unidad	12000										
Cliente21	30/06/2017	2	1400	FRU0024	Limón Tahití / Libra	2800										
Cliente21	30/06/2017	6	1500	VER0010	Zucchini Verde / Libra	9000										
Cliente21	30/06/2017	4	1450	FRU0046	Tomate Chonto / Libra	5800										
Cliente21	30/06/2017	10	1200	FRU0008	Banano Criollo / Libra	12000										
Cliente21	30/06/2017	2	750	TUB0012	Zanahoria / Libra	1500										
Cliente21	30/06/2017	4	700	TUB0006	Papa Pastusa / Libra	2800										
Cliente21	30/06/2017	4	1300	TUB0005	Papa Criolla / Libra	5200										
Cliente23	29/06/2017	50	1450	FRU0046	Tomate Chonto / Libra	72500										
Cliente23	29/06/2017	12	650	VER0035	Pepino Cohombro / Libra	7800										
Cliente23	29/06/2017	10	1700	VER0039	Pimentón Verde / Libra	17000										
Cliente23	29/06/2017	21	2100	VER0013	Cebolla Cabezona Roja / Libra	44100										
Cliente21	28/06/2017	6	1700	VER0009	Brócoli / Libra	10200										
Cliente21	28/06/2017	2	1000	TUB0001	Arracacha / Libra	2000										
Cliente21	28/06/2017	2	1600	FRU0028	Mango Tommy Atkins / Libra	3200										
Cliente21	28/06/2017	4	750	TUB0012	Zanahoria / Libra	3000										
Cliente21	28/06/2017	12	1500	VER0010	Zucchini Verde / Libra	18000										
Cliente21	28/06/2017	2	600	VER0037	Perejil Liso / 100 gramos	1200										
Cliente21	28/06/2017	6	2100	VER0013	Cebolla Cabezona Roja / Libra	12600										
Cliente21	28/06/2017	4	550	VER0006	Ahuyama / Libra	2200										
Cliente21	28/06/2017	8	1450	FRU0046	Tomate Chonto / Libra	11600										
Cliente21	28/06/2017	2	1200	FRU0008	Banano Criollo / Libra	2400										
