Cliente	Fecha	Pedido	Precio	Producto	Nombre_producto	Importancia		0.314049587		Etiquetas de fila	Suma de Importancia	Suma de Importancia2		Etiquetas de fila	Suma de Importancia	Suma de Importancia2
Cliente32	27/12/2016	20	1000	VER0035	Pepino Cohombro / Libra	20000										
Cliente32	27/12/2016	5	1300	FRU0046	Tomate Chonto / Libra	6500										
Cliente32	27/12/2016	5	1000	VER0013	Cebolla Cabezona Roja / Libra	5000										
Cliente32	27/12/2016	7	1300	VER0038	Pimentón Rojo / Libra	9100										
Cliente32	27/12/2016	1	2100	FRU0016	Fresa Pareja / Libra	2100										
Cliente32	27/12/2016	7	1000	VER0035	Pepino Cohombro / Libra	7000										
Cliente32	27/12/2016	1	500	VER0037	Perejil Liso / 100 gramos	500										
Cliente32	27/12/2016	1	450	VER0049	Yerbabuena / 100 gramos	450										
Cliente32	26/12/2016	7	1500	VER0007	Berenjena / Libra	10500										
Cliente32	26/12/2016	6	1000	VER0013	Cebolla Cabezona Roja / Libra	6000										
Cliente32	26/12/2016	11	1300	FRU0046	Tomate Chonto / Libra	14300										
Cliente32	26/12/2016	2	450	VER0049	Yerbabuena / 100 gramos	900										
Cliente32	26/12/2016	2	500	VER0037	Perejil Liso / 100 gramos	1000										
Cliente32	26/12/2016	2	1200	TUB0008	Papa Sabanera / Libra	2400										
Cliente32	26/12/2016	2	1300	FRU0024	Limón Tahití / Libra	2600										
Cliente32	26/12/2016	4	1300	VER0010	Zucchini Verde / Libra	5200										
Cliente32	26/12/2016	6	1300	VER0038	Pimentón Rojo / Libra	7800										
Cliente32	26/12/2016	10	1300	FRU0046	Tomate Chonto / Libra	13000										
Cliente32	23/12/2016	5	1300	FRU0046	Tomate Chonto / Libra	6500										
Cliente32	23/12/2016	10	1300	FRU0024	Limón Tahití / Libra	13000										
Cliente32	23/12/2016	1	6000	VER0051	Perejil Crespo / 100 gramos	6000										
Cliente32	23/12/2016	1	500	VER0037	Perejil Liso / 100 gramos	500										
Cliente32	23/12/2016	1	450	VER0049	Yerbabuena / 100 gramos	450										
Cliente32	23/12/2016	20	1000	VER0035	Pepino Cohombro / Libra	20000										
Cliente32	22/12/2016	12	1300	FRU0046	Tomate Chonto / Libra	15600										
Cliente32	22/12/2016	9	1000	VER0013	Cebolla Cabezona Roja / Libra	9000										
Cliente32	22/12/2016	12	1300	VER0010	Zucchini Verde / Libra	15600										
Cliente32	20/12/2016	1	450	VER0049	Yerbabuena / 100 gramos	450										
Cliente32	20/12/2016	5	1300	FRU0024	Limón Tahití / Libra	6500										
Cliente32	20/12/2016	1	1200	VER0014	Cebolla Larga / Libra	1200										
Cliente32	20/12/2016	10	1300	VER0010	Zucchini Verde / Libra	13000										
Cliente32	20/12/2016	5	1200	TUB0008	Papa Sabanera / Libra	6000										
Cliente32	20/12/2016	7	1500	VER0007	Berenjena / Libra	10500										
Cliente32	20/12/2016	7	1300	VER0038	Pimentón Rojo / Libra	9100										
Cliente32	19/12/2016	9	1000	VER0013	Cebolla Cabezona Roja / Libra	9000										
Cliente32	19/12/2016	10	1500	VER0038	Pimentón Rojo / Libra	15000										
Cliente32	19/12/2016	6	1200	VER0007	Berenjena / Libra	7200										
Cliente32	19/12/2016	12	800	VER0010	Zucchini Verde / Libra	9600										
Cliente32	19/12/2016	1	500	VER0037	Perejil Liso / 100 gramos	500										
Cliente32	19/12/2016	1	4000	VER0051	Perejil Crespo / 100 gramos	4000										
Cliente32	19/12/2016	20	700	VER0035	Pepino Cohombro / Libra	14000										
Cliente32	19/12/2016	34	1100	FRU0046	Tomate Chonto / Libra	37400										
Cliente32	19/12/2016	1	450	VER0049	Yerbabuena / 100 gramos	450										
Cliente32	19/12/2016	1	500	VER0037	Perejil Liso / 100 gramos	500										
Cliente32	19/12/2016	6	700	VER0035	Pepino Cohombro / Libra	4200										
Cliente32	19/12/2016	6	1200	VER0007	Berenjena / Libra	7200										
Cliente32	19/12/2016	12	1100	FRU0046	Tomate Chonto / Libra	13200										
Cliente32	19/12/2016	6	1300	FRU0024	Limón Tahití / Libra	7800										
Cliente32	18/12/2016	3	1000	VER0013	Cebolla Cabezona Roja / Libra	3000										
Cliente32	18/12/2016	10	1100	FRU0046	Tomate Chonto / Libra	11000										
Cliente32	18/12/2016	7	1200	VER0007	Berenjena / Libra	8400										
Cliente32	18/12/2016	1	450	VER0049	Yerbabuena / 100 gramos	450										
Cliente32	18/12/2016	1	4000	VER0051	Perejil Crespo / 100 gramos	4000										
Cliente32	18/12/2016	1	500	VER0037	Perejil Liso / 100 gramos	500										
Cliente32	18/12/2016	24	700	VER0035	Pepino Cohombro / Libra	16800										
Cliente32	16/12/2016	2	2100	FRU0016	Fresa Pareja / Libra	4200										
Cliente32	16/12/2016	2	1850	FRU0033	Mora Castilla / Libra	3700										
Cliente32	16/12/2016	5	700	VER0035	Pepino Cohombro / Libra	3500										
Cliente32	16/12/2016	10	800	VER0010	Zucchini Verde / Libra	8000										
Cliente32	16/12/2016	1	450	VER0049	Yerbabuena / 100 gramos	450										
Cliente32	16/12/2016	1	4000	VER0051	Perejil Crespo / 100 gramos	4000										
Cliente32	16/12/2016	1	1200	VER0014	Cebolla Larga / Libra	1200										
Cliente32	16/12/2016	7	1000	VER0013	Cebolla Cabezona Roja / Libra	7000										
Cliente32	16/12/2016	12	1100	FRU0046	Tomate Chonto / Libra	13200										
Cliente32	16/12/2016	10	1500	VER0038	Pimentón Rojo / Libra	15000										
Cliente32	16/12/2016	8	1200	VER0007	Berenjena / Libra	9600										
Cliente32	16/12/2016	15	2000	VER0028	Lechuga Crespa / Unidad	30000										
Cliente32	16/12/2016	6	1000	VER0013	Cebolla Cabezona Roja / Libra	6000										
Cliente32	16/12/2016	20	1100	FRU0046	Tomate Chonto / Libra	22000										
Cliente32	15/12/2016	1	1850	FRU0033	Mora Castilla / Libra	1850										
Cliente32	15/12/2016	20	700	VER0035	Pepino Cohombro / Libra	14000										
Cliente32	15/12/2016	10	1500	VER0038	Pimentón Rojo / Libra	15000										
Cliente16	14/12/2016	2	1100	TUB0011	Yuca / Libra	2200										
Cliente16	14/12/2016	1	3500	FRU0050	Uva / Libra	3500										
Cliente16	14/12/2016	3	1100	FRU0048	Tomate Larga Vida / Libra	3300										
Cliente16	14/12/2016	2	3600	FRU0045	Tomate Cherry / Libra	7200										
Cliente16	14/12/2016	1	6000	VER0050	Rúgula / Libra	6000										
Cliente16	14/12/2016	1	600	TUB0010	Remolacha / Libra	600										
Cliente16	14/12/2016	2	1200	VER0040	Plátano Verde / Libra	2400										
Cliente16	14/12/2016	1	3500	FRU0042	Piña Golden Sweet / Unidad	3500										
Cliente16	14/12/2016	2	5000	FRU0043	Pitaya / Libra	10000										
Cliente16	14/12/2016	1	500	VER0037	Perejil Liso / 100 gramos	500										
Cliente16	14/12/2016	2	3200	FRU0040	Pera Importada / Unidad	6400										
Cliente16	14/12/2016	1	7500	FRU0038	Patilla / Unidad	7500										
Cliente16	14/12/2016	1	3500	FRU0037	Papaya Melona / Unidad	3500										
Cliente16	14/12/2016	2	1200	TUB0008	Papa Sabanera / Libra	2400										
Cliente16	14/12/2016	2	800	TUB0007	Papa R12 / Libra	1600										
Cliente16	14/12/2016	2	800	TUB0006	Papa Pastusa / Libra	1600										
Cliente16	14/12/2016	10	680	FRU0034	Naranja Sweety / Libra	6800										
Cliente16	14/12/2016	1	5500	FRU0032	Melón / Unidad	5500										
Cliente16	14/12/2016	4	2100	VER0033	Mazorca en Vaina / Unidad	8400										
Cliente16	14/12/2016	3	1300	FRU0029	Manzana Roja / Unidad	3900										
Cliente16	14/12/2016	2	1680	FRU0028	Mango Tommy Atkins / Libra	3360										
Cliente16	14/12/2016	2	1300	FRU0024	Limón Tahití / Libra	2600										
Cliente16	14/12/2016	2	2600	VER0030	Lechuga Morada / Unidad	5200										
Cliente16	14/12/2016	2	1500	VER0027	Lechuga Batavia / Unidad	3000										
Cliente16	14/12/2016	2	4000	FRU0022	Kiwi / Libra	8000										
Cliente16	14/12/2016	2	1560	VER0024	Habichuela / Libra	3120										
Cliente16	14/12/2016	2	800	FRU0017	Granadilla / Unidad	1600										
Cliente16	14/12/2016	2	2100	FRU0016	Fresa Pareja / Libra	4200										
Cliente16	14/12/2016	2	1250	VER0018	Coliflor / Libra	2500										
Cliente16	14/12/2016	1	400	VER0017	Cilantro / 100 gramos	400										
Cliente16	14/12/2016	1	7000	VER0016	Champiñón / Libra	7000										
Cliente16	14/12/2016	1	1000	VER0012	Cebolla Cabezona Blanca / Libra	1000										
Cliente16	14/12/2016	1	4000	FRU0010	Carambolo / Libra	4000										
Cliente16	14/12/2016	2	800	VER0010	Zucchini Verde / Libra	1600										
Cliente16	14/12/2016	2	1800	VER0009	Brócoli / Libra	3600										
Cliente16	14/12/2016	2	1200	FRU0008	Banano Criollo / Libra	2400										
Cliente16	14/12/2016	1	2100	TUB0001	Arracacha / Libra	2100										
Cliente16	14/12/2016	1	1400	VER0005	Apio / Libra	1400										
Cliente16	14/12/2016	3	3000	FRU0003	Aguacate Papelillo / Libra	9000										
Cliente32	14/12/2016	1	450	VER0049	Yerbabuena / 100 gramos	450										
Cliente32	14/12/2016	8	1100	FRU0046	Tomate Chonto / Libra	8800										
Cliente32	14/12/2016	7	700	VER0035	Pepino Cohombro / Libra	4900										
Cliente32	14/12/2016	10	1300	FRU0024	Limón Tahití / Libra	13000										
Cliente32	14/12/2016	3	1200	VER0007	Berenjena / Libra	3600										
Cliente32	14/12/2016	6	700	VER0035	Pepino Cohombro / Libra	4200										
Cliente32	14/12/2016	1	4000	VER0051	Perejil Crespo / 100 gramos	4000										
Cliente32	14/12/2016	1	500	VER0037	Perejil Liso / 100 gramos	500										
Cliente32	14/12/2016	16	1100	FRU0046	Tomate Chonto / Libra	17600										
Cliente32	14/12/2016	3	1300	FRU0024	Limón Tahití / Libra	3900										
Cliente32	14/12/2016	6	1000	VER0013	Cebolla Cabezona Roja / Libra	6000										
Cliente32	14/12/2016	6	1200	VER0007	Berenjena / Libra	7200										
Cliente32	13/12/2016	5	1000	VER0013	Cebolla Cabezona Roja / Libra	5000										
Cliente32	13/12/2016	6	800	VER0010	Zucchini Verde / Libra	4800										
Cliente32	13/12/2016	4	700	VER0035	Pepino Cohombro / Libra	2800										
Cliente32	13/12/2016	4	1200	VER0014	Cebolla Larga / Libra	4800										
Cliente32	13/12/2016	12	1100	FRU0046	Tomate Chonto / Libra	13200										
Cliente12	13/12/2016	1	1100	FRU0048	Tomate Larga Vida / Libra	1100										
Cliente12	13/12/2016	1	3500	FRU0042	Piña Golden Sweet / Unidad	3500										
Cliente12	13/12/2016	3	1200	VER0040	Plátano Verde / Libra	3600										
Cliente12	13/12/2016	1	1500	VER0038	Pimentón Rojo / Libra	1500										
Cliente12	13/12/2016	3	800	TUB0006	Papa Pastusa / Libra	2400										
Cliente12	13/12/2016	3	3000	FRU0027	Mango Azúcar / Libra	9000										
Cliente12	13/12/2016	2	1200	VER0028	Lechuga Crespa / Unidad	2400										
Cliente12	13/12/2016	3	400	VER0017	Cilantro / 100 gramos	1200										
Cliente12	13/12/2016	2	5160	GRA0001	Arveja Desgranada / Libra	10320										
Cliente12	13/12/2016	3	600	VER0006	Ahuyama / Libra	1800										
Cliente12	13/12/2016	3	1600	FRU0012	Ciruela / Libra	4800										
Cliente12	13/12/2016	1	3500	FRU0014	Durazno / Libra	3500										
Cliente12	13/12/2016	2	1200	VER0020	Espinaca / Libra	2400										
Cliente12	13/12/2016	2	1800	VER0009	Brócoli / Libra	3600										
Cliente12	13/12/2016	1	14000	VER0019	Esparrago / Libra	14000										
Cliente12	13/12/2016	1	7000	VER0016	Champiñón / Libra	7000										
Cliente12	13/12/2016	2	3100	VER0004	Alcachofa / Libra	6200										
Cliente12	13/12/2016	1	6000	TUB0013	Zanahoria Baby / Libra	6000										
Cliente12	13/12/2016	2	1300	TUB0005	Papa Criolla / Libra	2600										
Cliente12	13/12/2016	1	15000	FRU0001	Agraz / Libra	15000										
Cliente12	13/12/2016	2	1300	FRU0024	Limón Tahití / Libra	2600										
Cliente12	13/12/2016	1	2100	FRU0016	Fresa Pareja / Libra	2100										
Cliente12	13/12/2016	1	4000	FRU0005	Ají Jalapeño / Libra	4000										
Cliente12	13/12/2016	2	2400	FRU0002	Aguacate Haas / Libra	4800										
Cliente12	13/12/2016	4	4500	FRU0013	Curuba / Libra	18000										
Cliente32	12/12/2016	1	4000	VER0051	Perejil Crespo / 100 gramos	4000										
Cliente32	12/12/2016	23	1100	FRU0046	Tomate Chonto / Libra	25300										
Cliente32	12/12/2016	20	1500	VER0038	Pimentón Rojo / Libra	30000										
Cliente32	12/12/2016	1	2400	VER0037	Perejil Liso / 100 gramos	2400										
Cliente32	12/12/2016	6	700	VER0035	Pepino Cohombro / Libra	4200										
Cliente32	12/12/2016	6	1200	TUB0008	Papa Sabanera / Libra	7200										
Cliente32	12/12/2016	1	1200	VER0014	Cebolla Larga / Libra	1200										
Cliente32	12/12/2016	9	1000	VER0013	Cebolla Cabezona Roja / Libra	9000										
Cliente32	12/12/2016	20	800	VER0010	Zucchini Verde / Libra	16000										
Cliente32	12/12/2016	8	1200	VER0007	Berenjena / Libra	9600										
Cliente32	11/12/2016	5	1300	FRU0024	Limón Tahití / Libra	6500										
Cliente32	11/12/2016	6	800	VER0010	Zucchini Verde / Libra	4800										
Cliente32	11/12/2016	2	450	VER0049	Yerbabuena / 100 gramos	900										
Cliente32	11/12/2016	2	2400	VER0037	Perejil Liso / 100 gramos	4800										
Cliente32	11/12/2016	2	1000	VER0013	Cebolla Cabezona Roja / Libra	2000										
Cliente32	11/12/2016	2	1850	FRU0033	Mora Castilla / Libra	3700										
Cliente32	11/12/2016	2	2100	FRU0016	Fresa Pareja / Libra	4200										
Cliente32	11/12/2016	3	700	VER0035	Pepino Cohombro / Libra	2100										
Cliente32	11/12/2016	5	1200	VER0007	Berenjena / Libra	6000										
Cliente32	11/12/2016	3	1500	VER0038	Pimentón Rojo / Libra	4500										
Cliente32	11/12/2016	2	1200	TUB0008	Papa Sabanera / Libra	2400										
Cliente32	11/12/2016	3	1200	VER0007	Berenjena / Libra	3600										
Cliente32	11/12/2016	5	1500	VER0038	Pimentón Rojo / Libra	7500										
Cliente32	11/12/2016	10	800	VER0010	Zucchini Verde / Libra	8000										
Cliente32	11/12/2016	1	450	VER0049	Yerbabuena / 100 gramos	450										
Cliente32	11/12/2016	1	4000	VER0051	Perejil Crespo / 100 gramos	4000										
Cliente32	11/12/2016	10	700	VER0035	Pepino Cohombro / Libra	7000										
Cliente32	9/12/2016	1	2400	VER0037	Perejil Liso / 100 gramos	2400										
Cliente32	9/12/2016	6	1000	VER0013	Cebolla Cabezona Roja / Libra	6000										
Cliente32	9/12/2016	10	1300	FRU0024	Limón Tahití / Libra	13000										
Cliente32	9/12/2016	5	800	VER0010	Zucchini Verde / Libra	4000										
Cliente32	9/12/2016	2	1200	VER0007	Berenjena / Libra	2400										
Cliente32	9/12/2016	2	700	VER0035	Pepino Cohombro / Libra	1400										
Cliente32	9/12/2016	14	1100	FRU0046	Tomate Chonto / Libra	15400										
Cliente32	9/12/2016	11	1300	FRU0024	Limón Tahití / Libra	14300										
Cliente32	9/12/2016	5	800	VER0010	Zucchini Verde / Libra	4000										
Cliente32	9/12/2016	3	1200	VER0007	Berenjena / Libra	3600										
Cliente32	9/12/2016	3	700	VER0035	Pepino Cohombro / Libra	2100										
Cliente32	9/12/2016	6	1100	FRU0046	Tomate Chonto / Libra	6600										
Cliente28	9/12/2016	1	1400	FRU0047	Tomate de Árbol / Libra	1400										
Cliente28	9/12/2016	1	1800	FRU0025	Lulo / Libra	1800										
Cliente28	9/12/2016	1	1640	FRU0031	Maracuyá / Libra	1640										
Cliente28	9/12/2016	4	1400	VER0005	Apio / Libra	5600										
Cliente28	9/12/2016	1	1450	FRU0013	Curuba / Libra	1450										
Cliente28	9/12/2016	2	2800	FRU0030	Manzana Verde / Unidad	5600										
Cliente28	9/12/2016	5	3000	FRU0003	Aguacate Papelillo / Libra	15000										
Cliente28	9/12/2016	1	1500	VER0038	Pimentón Rojo / Libra	1500										
Cliente28	9/12/2016	2	1000	VER0012	Cebolla Cabezona Blanca / Libra	2000										
Cliente28	9/12/2016	7	1100	FRU0046	Tomate Chonto / Libra	7700										
Cliente28	9/12/2016	1	800	VER0010	Zucchini Verde / Libra	800										
Cliente28	9/12/2016	4	700	VER0035	Pepino Cohombro / Libra	2800										
Cliente28	9/12/2016	3	5160	GRA0001	Arveja Desgranada / Libra	15480										
Cliente28	9/12/2016	4	500	TUB0012	Zanahoria / Libra	2000										
Cliente28	9/12/2016	1	1200	VER0027	Lechuga Batavia / Unidad	1200										
Cliente28	9/12/2016	2	6000	VER0050	Rúgula / Libra	12000										
Cliente28	9/12/2016	2	1200	VER0028	Lechuga Crespa / Unidad	2400										
Cliente28	9/12/2016	4	1800	VER0009	Brócoli / Libra	7200										
Cliente28	9/12/2016	2	1200	VER0020	Espinaca / Libra	2400										
Cliente28	9/12/2016	1	1850	FRU0033	Mora Castilla / Libra	1850										
Cliente28	9/12/2016	2	2100	FRU0016	Fresa Pareja / Libra	4200										
Cliente28	9/12/2016	1	5500	FRU0032	Melón / Unidad	5500										
Cliente28	9/12/2016	2	4000	FRU0022	Kiwi / Libra	8000										
Cliente2	8/12/2016	6	500	TUB0012	Zanahoria / Libra	3000										
Cliente2	8/12/2016	2	1100	FRU0048	Tomate Larga Vida / Libra	2200										
Cliente2	8/12/2016	1	3600	FRU0045	Tomate Cherry / Libra	3600										
Cliente2	8/12/2016	1	3500	FRU0042	Piña Golden Sweet / Unidad	3500										
Cliente2	8/12/2016	1	3200	FRU0040	Pera Importada / Unidad	3200										
Cliente2	8/12/2016	1	7500	FRU0038	Patilla / Unidad	7500										
Cliente2	8/12/2016	2	3500	FRU0037	Papaya Melona / Unidad	7000										
Cliente2	8/12/2016	6	800	TUB0007	Papa R12 / Libra	4800										
Cliente2	8/12/2016	1	5500	FRU0032	Melón / Unidad	5500										
Cliente2	8/12/2016	1	3000	FRU0027	Mango Azúcar / Libra	3000										
Cliente2	8/12/2016	1	1300	FRU0024	Limón Tahití / Libra	1300										
Cliente2	8/12/2016	1	1300	FRU0023	Limón Común / Libra	1300										
Cliente2	8/12/2016	2	2000	VER0029	Lechuga Lisa / Unidad	4000										
Cliente2	8/12/2016	2	1200	VER0028	Lechuga Crespa / Unidad	2400										
Cliente2	8/12/2016	1	520	TUB0004	Jengibre / 100 gramos	520										
Cliente2	8/12/2016	1	2400	FRU0017	Granadilla / Unidad	2400										
Cliente2	8/12/2016	3	2100	FRU0016	Fresa Pareja / Libra	6300										
Cliente2	8/12/2016	2	1200	VER0020	Espinaca / Libra	2400										
Cliente2	8/12/2016	1	7000	VER0016	Champiñón / Libra	7000										
Cliente2	8/12/2016	1	1200	VER0014	Cebolla Larga / Libra	1200										
Cliente2	8/12/2016	1	1000	VER0012	Cebolla Cabezona Blanca / Libra	1000										
Cliente2	8/12/2016	2	1000	VER0008	Berro / 100 gramos	2000										
Cliente2	8/12/2016	2	2000	FRU0007	Banano Bocadillo / Libra	4000										
Cliente2	8/12/2016	3	3100	VER0004	Alcachofa / Libra	9300										
Cliente2	8/12/2016	2	500	VER0003	Albahaca / 100 gramos	1000										
Cliente32	7/12/2016	1	1850	FRU0033	Mora Castilla / Libra	1850										
Cliente32	7/12/2016	1	2100	FRU0016	Fresa Pareja / Libra	2100										
Cliente32	7/12/2016	4	1200	TUB0008	Papa Sabanera / Libra	4800										
Cliente32	7/12/2016	7	1500	VER0038	Pimentón Rojo / Libra	10500										
Cliente32	7/12/2016	1	1200	VER0014	Cebolla Larga / Libra	1200										
Cliente32	7/12/2016	1	4000	VER0051	Perejil Crespo / 100 gramos	4000										
Cliente32	7/12/2016	10	800	VER0010	Zucchini Verde / Libra	8000										
Cliente32	7/12/2016	10	1200	VER0007	Berenjena / Libra	12000										
Cliente32	7/12/2016	5	1000	VER0013	Cebolla Cabezona Roja / Libra	5000										
Cliente32	7/12/2016	6	700	VER0035	Pepino Cohombro / Libra	4200										
Cliente32	7/12/2016	20	1100	FRU0046	Tomate Chonto / Libra	22000										
Cliente32	7/12/2016	1	1200	VER0014	Cebolla Larga / Libra	1200										
Cliente32	7/12/2016	6	1100	FRU0046	Tomate Chonto / Libra	6600										
Cliente32	7/12/2016	4	700	VER0035	Pepino Cohombro / Libra	2800										
Cliente32	7/12/2016	3	1200	TUB0008	Papa Sabanera / Libra	3600										
Cliente32	7/12/2016	2	1300	FRU0024	Limón Tahití / Libra	2600										
Cliente32	7/12/2016	4	1000	VER0013	Cebolla Cabezona Roja / Libra	4000										
Cliente32	7/12/2016	3	800	VER0010	Zucchini Verde / Libra	2400										
Cliente32	7/12/2016	2	4000	VER0051	Perejil Crespo / 100 gramos	8000										
Cliente14	6/12/2016	2	1200	VER0040	Plátano Verde / Libra	2400										
Cliente14	6/12/2016	2	1200	VER0040	Plátano Verde / Libra	2400										
Cliente14	6/12/2016	2	1560	VER0024	Habichuela / Libra	3120										
Cliente14	6/12/2016	1	7000	VER0016	Champiñón / Libra	7000										
Cliente14	6/12/2016	1	1250	VER0018	Coliflor / Libra	1250										
Cliente14	6/12/2016	3	1300	TUB0005	Papa Criolla / Libra	3900										
Cliente14	6/12/2016	1	5160	GRA0001	Arveja Desgranada / Libra	5160										
Cliente14	6/12/2016	1	4000	FRU0049	Uchuva / Libra	4000										
Cliente14	6/12/2016	3	1100	FRU0046	Tomate Chonto / Libra	3300										
Cliente14	6/12/2016	1	3500	FRU0042	Piña Golden Sweet / Unidad	3500										
Cliente14	6/12/2016	1	3500	FRU0037	Papaya Melona / Unidad	3500										
Cliente14	6/12/2016	1	5500	FRU0032	Melón / Unidad	5500										
Cliente14	6/12/2016	6	3000	FRU0027	Mango Azúcar / Libra	18000										
Cliente14	6/12/2016	3	2400	FRU0017	Granadilla / Unidad	7200										
Cliente14	6/12/2016	1	4500	FRU0013	Curuba / Libra	4500										
Cliente14	6/12/2016	3	1200	FRU0008	Banano Criollo / Libra	3600										
Cliente14	6/12/2016	1	3000	FRU0003	Aguacate Papelillo / Libra	3000										
Cliente14	6/12/2016	6	800	TUB0006	Papa Pastusa / Libra	4800										
Cliente14	6/12/2016	15	680	FRU0034	Naranja Sweety / Libra	10200										
Cliente14	6/12/2016	1	500	VER0003	Albahaca / 100 gramos	500										
Cliente14	6/12/2016	1	400	VER0017	Cilantro / 100 gramos	400										
Cliente14	6/12/2016	2	500	TUB0012	Zanahoria / Libra	1000										
Cliente32	6/12/2016	22	1100	FRU0046	Tomate Chonto / Libra	24200										
Cliente32	6/12/2016	6	700	VER0035	Pepino Cohombro / Libra	4200										
Cliente32	6/12/2016	3	1200	TUB0008	Papa Sabanera / Libra	3600										
Cliente32	6/12/2016	2	1300	FRU0024	Limón Tahití / Libra	2600										
Cliente32	6/12/2016	3	1200	VER0007	Berenjena / Libra	3600										
Cliente32	5/12/2016	1	2400	VER0037	Perejil Liso / 100 gramos	2400										
Cliente32	5/12/2016	1	1200	VER0014	Cebolla Larga / Libra	1200										
Cliente32	5/12/2016	10	800	VER0010	Zucchini Verde / Libra	8000										
Cliente32	5/12/2016	3	1200	VER0007	Berenjena / Libra	3600										
Cliente32	5/12/2016	4	700	VER0035	Pepino Cohombro / Libra	2800										
Cliente32	5/12/2016	7	1500	VER0038	Pimentón Rojo / Libra	10500										
Cliente32	5/12/2016	5	1000	VER0013	Cebolla Cabezona Roja / Libra	5000										
Cliente32	5/12/2016	8	1100	FRU0046	Tomate Chonto / Libra	8800										
Cliente32	5/12/2016	4	1850	FRU0033	Mora Castilla / Libra	7400										
Cliente32	5/12/2016	1	2100	FRU0016	Fresa Pareja / Libra	2100										
Cliente32	5/12/2016	6	1300	FRU0024	Limón Tahití / Libra	7800										
Cliente31	5/12/2016	2	2000	FRU0036	Papaya Hawaiana / Unidad	4000										
Cliente31	5/12/2016	3	600	VER0006	Ahuyama / Libra	1800										
Cliente31	5/12/2016	11	2400	FRU0002	Aguacate Haas / Libra	26400										
Cliente31	5/12/2016	2	500	VER0003	Albahaca / 100 gramos	1000										
Cliente22	4/12/2016	1	500	TUB0012	Zanahoria / Libra	500										
Cliente22	4/12/2016	2	1100	FRU0046	Tomate Chonto / Libra	2200										
Cliente22	4/12/2016	1	800	VER0043	Repollo Morado / Unidad	800										
Cliente22	4/12/2016	1	3500	FRU0042	Piña Golden Sweet / Unidad	3500										
Cliente22	4/12/2016	1	700	VER0035	Pepino Cohombro / Libra	700										
Cliente22	4/12/2016	1	1850	FRU0033	Mora Castilla / Libra	1850										
Cliente22	4/12/2016	1	2800	FRU0030	Manzana Verde / Unidad	2800										
Cliente22	4/12/2016	1	4000	FRU0022	Kiwi / Libra	4000										
Cliente22	4/12/2016	1	4000	FRU0015	Feijoa / Libra	4000										
Cliente22	4/12/2016	1	3500	FRU0014	Durazno / Libra	3500										
Cliente22	4/12/2016	1	1250	VER0018	Coliflor / Libra	1250										
Cliente22	4/12/2016	1	7000	VER0016	Champiñón / Libra	7000										
Cliente22	4/12/2016	1	800	VER0010	Zucchini Verde / Libra	800										
Cliente22	4/12/2016	1	1800	VER0009	Brócoli / Libra	1800										
Cliente22	4/12/2016	1	1200	VER0007	Berenjena / Libra	1200										
Cliente22	4/12/2016	2	1200	FRU0008	Banano Criollo / Libra	2400										
Cliente22	4/12/2016	2	5160	GRA0001	Arveja Desgranada / Libra	10320										
Cliente22	4/12/2016	1	1400	VER0005	Apio / Libra	1400										
Cliente22	4/12/2016	1	1200	VER0020	Espinaca / Libra	1200										
Cliente22	4/12/2016	1	400	VER0017	Cilantro / 100 gramos	400										
Cliente22	4/12/2016	1	1000	VER0013	Cebolla Cabezona Roja / Libra	1000										
Cliente22	4/12/2016	1	1500	VER0038	Pimentón Rojo / Libra	1500										
Cliente32	4/12/2016	5	1200	VER0007	Berenjena / Libra	6000										
Cliente32	4/12/2016	17	700	VER0035	Pepino Cohombro / Libra	11900										
Cliente32	4/12/2016	1	450	VER0049	Yerbabuena / 100 gramos	450										
Cliente32	4/12/2016	8	1500	VER0038	Pimentón Rojo / Libra	12000										
Cliente32	4/12/2016	9	1500	VER0038	Pimentón Rojo / Libra	13500										
Cliente32	4/12/2016	9	800	VER0010	Zucchini Verde / Libra	7200										
Cliente32	4/12/2016	9	1100	FRU0046	Tomate Chonto / Libra	9900										
Cliente32	2/12/2016	1	2400	VER0037	Perejil Liso / 100 gramos	2400										
Cliente32	2/12/2016	9	1000	VER0013	Cebolla Cabezona Roja / Libra	9000										
Cliente32	2/12/2016	6	1600	FRU0024	Limón Tahití / Libra	9600										
Cliente32	2/12/2016	5	630	VER0035	Pepino Cohombro / Libra	3150										
Cliente32	2/12/2016	1	450	VER0049	Yerbabuena / 100 gramos	450										
Cliente32	2/12/2016	1	3800	VER0051	Perejil Crespo / 100 gramos	3800										
Cliente32	2/12/2016	1	1200	VER0014	Cebolla Larga / Libra	1200										
Cliente32	2/12/2016	11	1100	FRU0046	Tomate Chonto / Libra	12100										
Cliente32	2/12/2016	5	1520	TUB0008	Papa Sabanera / Libra	7600										
Cliente32	2/12/2016	8	1120	VER0007	Berenjena / Libra	8960										
Cliente32	2/12/2016	8	1600	VER0038	Pimentón Rojo / Libra	12800										
Cliente32	2/12/2016	14	600	VER0010	Zucchini Verde / Libra	8400										
Cliente28	2/12/2016	4	1400	VER0005	Apio / Libra	5600										
Cliente28	2/12/2016	1	1450	FRU0013	Curuba / Libra	1450										
Cliente28	2/12/2016	5	1880	FRU0030	Manzana Verde / Unidad	9400										
Cliente28	2/12/2016	6	1800	FRU0018	Guanabana / Unidad	10800										
